Iteracion,led_x,led_y,Diferencia,Data,Simuladas
500,1,1,2252774256.74218,738878198979.5715,738871900000.0
500,2,1,1681302457.6065104,6586159214.830336,6006930400.0
500,2,2,1744165450.9044354,6411493542.631418,5805863400.0
500,2,3,1667581090.1198618,5134657261.779477,4519076400.0
500,2,4,1620248580.3011708,5035546404.2617445,4421963300.0
500,2,5,1714613014.5605552,5694821424.617316,4972271600.0
500,2,6,1750980680.2282608,7027264119.469016,6416912400.0
500,2,7,1734941661.8832724,6721855762.476812,5950790700.0
500,2,8,1742761469.9946527,5515736067.609745,4738022000.0
500,2,9,1703678207.7383392,5168102325.380878,4400738300.0
500,2,10,1706285402.2727578,5271771604.487457,4450462000.0
500,3,1,1105410319.2430463,1619602522.5143542,692868900.0
500,3,2,998404106.822515,1564783605.3556068,713901760.0
500,3,3,1001140181.8393451,1424090294.4627693,541354300.0
500,3,4,786797645.6341224,1024613239.2043127,340975140.0
500,3,5,728198739.061626,866402081.2332573,200875060.0
500,3,6,739097250.4692488,954629263.131695,324790880.0
500,3,7,771298897.6312964,940372309.4501846,214493920.0
500,3,8,873791929.4309832,1119922415.9048846,359051650.0
500,3,9,995798873.060732,1305789821.001466,394866460.0
500,3,10,1064749170.7847843,1498288913.0628552,559054700.0
500,3,11,1123243773.8933382,1687797078.1699812,692084900.0
500,3,12,992534498.3544636,1601293935.6240332,809362370.0
500,3,13,992113048.9510398,1485192010.8851254,642783900.0
500,3,14,791536600.536685,1059223915.0770835,374270300.0
500,3,15,789243962.7929329,987554396.5530912,251070380.0
500,3,16,776617624.8133309,1012173293.5871694,363312450.0
500,3,17,842732173.4967937,1057236096.6146939,277966050.0
500,3,18,904323778.6186073,1203752607.4674962,394695840.0
500,3,19,987442683.7922852,1294261266.7517586,368965980.0
500,3,20,1022311014.3084614,1413804146.1214848,533703680.0
500,4,1,802363333.4056119,860428704.2660555,69546840.0
500,4,2,693126781.2118052,738275602.1572465,47511960.0
500,4,3,610638519.7658172,627707406.7487863,18099176.0
500,4,4,396616409.57520443,402145126.6640088,5953063.5
500,4,5,324100910.19031125,326503360.3924015,2480103.8
500,4,6,397818481.15092605,402624805.5309394,5321167.5
500,4,7,432708091.8821561,436986241.73106676,4317275.0
500,4,8,520072284.855528,526126328.1985645,6277489.0
500,4,9,655705741.3431981,673989692.2128453,19536024.0
500,4,10,673559692.130147,684730812.477027,11931978.0
500,4,11,725090428.6311243,756745334.2637974,35508804.0
500,4,12,731336450.3613577,762243052.0694401,32735564.0
500,4,13,661489953.9852171,689106236.3166319,29039316.0
500,4,14,377443681.6685326,388664674.2847063,12221789.0
500,4,15,358380889.50274485,363235784.23084795,4965018.5
500,4,16,388923023.6338167,393969569.6392121,5182822.5
500,4,17,469260381.3753501,477008123.09995174,8310002.5
500,4,18,559171694.2919114,570577941.5590378,12093860.0
500,4,19,636463323.1906954,651271262.3578537,15425143.0
500,4,20,653926490.2858639,667716997.5052273,15629577.0
500,5,1,596133464.2125854,614988326.9197292,19373714.0
500,5,2,432220570.11979085,434636721.168822,2654666.2
500,5,3,389765413.9095128,390564392.98566854,822083.4
500,5,4,289262522.65172607,289363578.965645,101056.38
500,5,5,203849279.51883852,203853866.93323895,4587.4155
500,5,6,176882054.64129278,176882586.88991296,532.2481
