Iteracion,led_x,led_y,Diferencia,Data,Simuladas
50,1,1,609640023964.0377,738878198979.5715,129278630000.0
50,2,1,5845989107.301431,6586159214.830336,2011585200.0
50,2,2,5678341251.835768,6411493542.631418,1512904600.0
50,2,3,4958280881.931363,5134657261.779477,2749256400.0
50,2,4,5123685909.975686,5035546404.2617445,2711924200.0
50,2,5,5185065779.251673,5694821424.617316,1582662000.0
50,2,6,6278902638.966602,7027264119.469016,2651956700.0
50,2,7,5997366520.967585,6721855762.476812,2122473100.0
50,2,8,5505961012.565399,5515736067.609745,3596244500.0
50,2,9,5273838981.960688,5168102325.380878,2995313700.0
50,2,10,4772531405.473705,5271771604.487457,1524657800.0
50,3,1,1619503343.811585,1619602522.5143542,99178.81
50,3,2,1564710608.8268337,1564783605.3556068,72996.54
50,3,3,1424058294.4639978,1424090294.4627693,31999.982
50,3,4,1024591100.8265971,1024613239.2043127,22138.389
50,3,5,866368778.1237756,866402081.2332573,33322.45
50,3,6,954539095.8715212,954629263.131695,90214.516
50,3,7,940334246.4493656,940372309.4501846,38237.06
50,3,8,1119908111.2860034,1119922415.9048846,14304.623
50,3,9,1305775317.2048717,1305789821.001466,14503.791
50,3,10,1498219996.6441302,1498288913.0628552,68916.35
50,3,11,1687641365.4514666,1687797078.1699812,155901.3
50,3,12,1601203303.588804,1601293935.6240332,90632.055
50,3,13,1485155775.7328305,1485192010.8851254,36235.14
50,3,14,1059183712.2109275,1059223915.0770835,40202.875
50,3,15,987497275.5142328,987554396.5530912,57121.066
50,3,16,1012056825.3124027,1012173293.5871694,116468.336
50,3,17,1057195060.2910004,1057236096.6146939,41036.35
50,3,18,1203735536.981243,1203752607.4674962,17070.484
50,3,19,1294247765.573317,1294261266.7517586,13501.183
50,3,20,1413738506.5307066,1413804146.1214848,65639.54
50,4,1,860422794.877645,860428704.2660555,5909.3916
50,4,2,738274783.4029815,738275602.1572465,818.75433
50,4,3,627707381.4319606,627707406.7487863,25.3168
50,4,4,402145099.7506166,402145126.6640088,26.9134
50,4,5,326502911.41833943,326503360.3924015,448.97406
50,4,6,402618469.792165,402624805.5309394,6335.7373
50,4,7,436985728.27564347,436986241.73106676,513.4558
50,4,8,526126301.3521926,526126328.1985645,26.846361
50,4,9,673989665.4857982,673989692.2128453,26.727045
50,4,10,684729993.9496791,684730812.477027,818.5271
50,4,11,756739515.7502093,756745334.2637974,5818.5117
50,4,12,762242139.1609019,762243052.0694401,912.9085
50,4,13,689106208.862875,689106236.3166319,27.453764
50,4,14,388664644.6021776,388664674.2847063,29.682522
50,4,15,363235274.8554042,363235784.23084795,509.37546
50,4,16,393963233.82871974,393969569.6392121,6335.8135
50,4,17,477007661.8785661,477008123.09995174,461.22156
50,4,18,570577913.5582535,570577941.5590378,28.000782
50,4,19,651271236.3690774,651271262.3578537,25.988718
50,4,20,667716068.2318852,667716997.5052273,929.3202
50,5,1,614984744.6695882,614988326.9197292,3582.2554
50,5,2,434636272.76414585,434636721.168822,448.40485
50,5,3,390564385.4854116,390564392.98566854,7.5002646
50,5,4,289363576.93980616,289363578.965645,2.0258372
50,5,5,203853861.40482914,203853866.93323895,5.5284176
50,5,6,176882519.59995192,176882586.88991296,67.28994
