Iteracion,led_x,led_y,Diferencia,Data,Simuladas
5,1,1,738081611695.3295,738878198979.5715,796587140.0
5,2,1,6578508611.779441,6586159214.830336,7719035.5
5,2,2,6403857142.9266205,6411493542.631418,7655134.5
5,2,3,5126451975.403161,5134657261.779477,8251746.0
5,2,4,5027336482.924315,5035546404.2617445,8229090.0
5,2,5,5684785916.657221,5694821424.617316,10041216.0
5,2,6,7017946094.624773,7027264119.469016,9394980.0
5,2,7,6711958640.674038,6721855762.476812,9933126.0
5,2,8,5505870156.306074,5515736067.609745,9895765.0
5,2,9,5158863731.4650135,5168102325.380878,9402522.0
5,2,10,5262522297.218699,5271771604.487457,9325358.0
5,3,1,1619463383.1489244,1619602522.5143542,139139.45
5,3,2,1564710840.3438423,1564783605.3556068,72773.766
5,3,3,1424084090.313928,1424090294.4627693,6204.146
5,3,4,1024607638.2623533,1024613239.2043127,5600.944
5,3,5,866324245.5990932,866402081.2332573,77871.21
5,3,6,954480937.1262099,954629263.131695,148326.03
5,3,7,940291567.8369272,940372309.4501846,80741.6
5,3,8,1119915967.9146569,1119922415.9048846,6447.99
5,3,9,1305782868.3407044,1305789821.001466,6952.677
5,3,10,1498218742.0043943,1498288913.0628552,70171.055
5,3,11,1687655616.6874006,1687797078.1699812,141461.42
5,3,12,1601213099.011961,1601293935.6240332,80836.63
5,3,13,1485184567.6075969,1485192010.8851254,7443.268
5,3,14,1059217007.24162,1059223915.0770835,6907.8364
5,3,15,987471138.530963,987554396.5530912,83258.08
5,3,16,1012022319.6881877,1012173293.5871694,150973.78
5,3,17,1057159302.2046733,1057236096.6146939,76794.45
5,3,18,1203747092.2848325,1203752607.4674962,5515.185
5,3,19,1294252962.1772585,1294261266.7517586,8304.566
5,3,20,1413728306.635369,1413804146.1214848,75839.42
10,1,1,737913503596.167,738878198979.5715,964695700.0
10,2,1,6577403095.461836,6586159214.830336,8844691.0
10,2,2,6402779137.884286,6411493542.631418,8740209.0
10,2,3,5125216597.374798,5134657261.779477,9519160.0
10,2,4,5026144029.784499,5035546404.2617445,9432622.0
10,2,5,5683097980.2137375,5694821424.617316,11733448.0
10,2,6,7016506556.372518,7027264119.469016,10866486.0
10,2,7,6710398268.8215475,6721855762.476812,11498858.0
10,2,8,5504397929.812035,5515736067.609745,11390932.0
10,2,9,5157425575.314152,5168102325.380878,10884685.0
10,2,10,5261034042.47447,5271771604.487457,10831438.0
10,3,1,1619463263.076762,1619602522.5143542,139259.39
10,3,2,1564710773.3997335,1564783605.3556068,72840.88
10,3,3,1424084086.676151,1424090294.4627693,6207.7915
10,3,4,1024607631.2840457,1024613239.2043127,5607.912
10,3,5,866324215.7817484,866402081.2332573,77900.89
10,3,6,954480820.5593156,954629263.131695,148442.6
10,3,7,940291525.0340666,940372309.4501846,80784.445
10,3,8,1119915964.414141,1119922415.9048846,6451.4937
10,3,9,1305782862.9394073,1305789821.001466,6958.0654
10,3,10,1498218637.879931,1498288913.0628552,70275.2
10,3,11,1687655296.296753,1687797078.1699812,141781.77
10,3,12,1601212914.1611826,1601293935.6240332,81021.43
10,3,13,1485184558.4946592,1485192010.8851254,7452.4
10,3,14,1059216995.8979146,1059223915.0770835,6919.183
10,3,15,987471051.0469737,987554396.5530912,83345.48
10,3,16,1012022152.3222075,1012173293.5871694,151141.3
10,3,17,1057159235.5097077,1057236096.6146939,76861.07
10,3,18,1203747084.7691877,1203752607.4674962,5522.7075
10,3,19,1294252955.764036,1294261266.7517586,8310.995
10,3,20,1413728237.3610563,1413804146.1214848,75908.805
15,1,1,737530477996.7693,738878198979.5715,1347721200.0
15,2,1,6574757822.497088,6586159214.830336,11536176.0
15,2,2,6400217829.385089,6411493542.631418,11316847.0
15,2,3,5122246533.023309,5134657261.779477,12559362.0
15,2,4,5023315734.102937,5035546404.2617445,12289583.0
15,2,5,5679173238.812977,5694821424.617316,15667685.0
15,2,6,7013107759.660031,7027264119.469016,14367178.0
15,2,7,6706661317.095588,6721855762.476812,15248902.0
15,2,8,5500862256.090805,5515736067.609745,14978530.0
15,2,9,5154011356.508007,5168102325.380878,14414706.0
15,2,10,5257575047.678751,5271771604.487457,14328560.0
15,3,1,1619463039.881564,1619602522.5143542,139482.73
15,3,2,1564710638.922247,1564783605.3556068,72975.68
15,3,3,1424084070.307473,1424090294.4627693,6224.1494
15,3,4,1024607611.3948274,1024613239.2043127,5627.813
15,3,5,866324157.4218377,866402081.2332573,77958.93
15,3,6,954480593.0977355,954629263.131695,148670.12
15,3,7,940291440.8876795,940372309.4501846,80868.5
15,3,8,1119915954.687476,1119922415.9048846,6461.2153
15,3,9,1305782846.0708349,1305789821.001466,6974.9297
15,3,10,1498218438.5419946,1498288913.0628552,70474.54
15,3,11,1687654724.2954412,1687797078.1699812,142353.86
15,3,12,1601212576.3081145,1601293935.6240332,81359.34
15,3,13,1485184526.595049,1485192010.8851254,7484.2944
15,3,14,1059216966.3007246,1059223915.0770835,6948.774
15,3,15,987470898.1087672,987554396.5530912,83498.44
15,3,16,1012021855.7954483,1012173293.5871694,151437.69
15,3,17,1057159118.9968345,1057236096.6146939,76977.625
15,3,18,1203747066.5535314,1203752607.4674962,5540.916
