Iteracion,led_x,led_y,Diferencia,Data,Simuladas
1,1,1,738811115740.0178,738878198979.5715,67083210.0
1,2,1,6585386081.318795,6586159214.830336,773132.8
1,2,2,6410796083.907185,6411493542.631418,697458.75
1,2,3,5133616093.218333,5134657261.779477,1041168.94
1,2,4,5034477068.410667,5035546404.2617445,1069336.8
1,2,5,5693949855.0109625,5694821424.617316,871569.75
1,2,6,7026372931.910461,7027264119.469016,892237.7
1,2,7,6720903263.717847,6721855762.476812,952497.8
1,2,8,5514370890.201751,5515736067.609745,1365177.9
1,2,9,5166867518.738782,5168102325.380878,1237417.5
1,2,10,5270943393.492547,5271771604.487457,828210.7
1,3,1,1619587126.5859916,1619602522.5143542,15395.914
1,3,2,1564775928.687884,1564783605.3556068,7676.6665
1,3,3,1424089679.1329834,1424090294.4627693,615.33044
1,3,4,1024612563.7018398,1024613239.2043127,675.503
1,3,5,866394102.5416479,866402081.2332573,7978.693
1,3,6,954612127.5291212,954629263.131695,17135.621
1,3,7,940363054.7041922,940372309.4501846,9254.744
1,3,8,1119921692.6658902,1119922415.9048846,723.2398
1,3,9,1305789283.676683,1305789821.001466,537.3246
1,3,10,1498281326.7278674,1498288913.0628552,7586.3374
1,3,11,1687781354.7448182,1687797078.1699812,15723.424
1,3,12,1601285159.2322116,1601293935.6240332,8776.379
1,3,13,1485191277.4031205,1485192010.8851254,733.4814
1,3,14,1059223120.5144036,1059223915.0770835,794.5632
1,3,15,987544990.9379114,987554396.5530912,9405.617
1,3,16,1012155721.1316087,1012173293.5871694,17572.46
1,3,17,1057227835.9663202,1057236096.6146939,8260.657
1,3,18,1203752041.2436197,1203752607.4674962,566.22406
1,3,19,1294260635.2258923,1294261266.7517586,631.5255
1,3,20,1413795741.8078675,1413804146.1214848,8404.308
1,4,1,860424596.5044612,860428704.2660555,4107.763
1,4,2,738275175.1684089,738275602.1572465,426.98956
1,4,3,627707388.4065418,627707406.7487863,18.34226
1,4,4,402145108.25699395,402145126.6640088,18.406996
1,4,5,326502940.3355213,326503360.3924015,420.05743
1,4,6,402621154.4033523,402624805.5309394,3651.1294
1,4,7,436985786.1270681,436986241.73106676,455.6039
1,4,8,526126308.7905451,526126328.1985645,19.408041
1,4,9,673989672.8164401,673989692.2128453,19.39643
1,4,10,684730389.2430161,684730812.477027,423.23376
1,4,11,756741162.9517812,756745334.2637974,4171.3066
1,4,12,762242537.2221766,762243052.0694401,514.8475
1,4,13,689106216.0577873,689106236.3166319,20.258863
1,4,14,388664653.9692929,388664674.2847063,20.315449
1,4,15,363235300.0531448,363235784.23084795,484.1776
1,4,16,393965903.8575557,393969569.6392121,3665.7793
1,4,17,477007715.39921963,477008123.09995174,407.70074
1,4,18,570577921.4892083,570577941.5590378,20.06982
