Iteracion,led_x,led_y,Diferencia,Data,Simuladas
5,1,1,738775404777.5826,738878198979.5715,102794250.0
5,2,1,6585098196.067642,6586159214.830336,1061018.9
5,2,2,6410484371.942837,6411493542.631418,1009170.7
5,2,3,5133320958.999187,5134657261.779477,1340148.6
5,2,4,5034006675.295418,5035546404.2617445,1539729.4
5,2,5,5693525706.60407,5694821424.617316,1295718.4
5,2,6,7026010214.368868,7027264119.469016,1253905.8
5,2,7,6720561355.407806,6721855762.476812,1295665.4
5,2,8,5514034530.260667,5515736067.609745,1701537.1
5,2,9,5166429110.828681,5168102325.380878,1689263.2
5,2,10,5270534700.639561,5271771604.487457,1237543.2
5,3,1,1619579037.6561277,1619602522.5143542,23484.863
5,3,2,1564771122.0231755,1564783605.3556068,12483.328
5,3,3,1424089327.6626453,1424090294.4627693,966.8002
5,3,4,1024612616.7462809,1024613239.2043127,622.45844
5,3,5,866390083.0290703,866402081.2332573,12007.719
5,3,6,954603103.284037,954629263.131695,26159.875
5,3,7,940358927.7187452,940372309.4501846,13381.735
5,3,8,1119921530.3226674,1119922415.9048846,885.5814
5,3,9,1305788667.2648659,1305789821.001466,1153.7363
5,3,10,1498277693.1061559,1498288913.0628552,11219.965
5,3,11,1687773068.009566,1687797078.1699812,24010.148
5,3,12,1601279728.4144032,1601293935.6240332,14207.221
5,3,13,1485190765.1432178,1485192010.8851254,1245.742
5,3,14,1059223061.3730506,1059223915.0770835,853.70416
5,3,15,987539619.6996381,987554396.5530912,14776.848
5,3,16,1012146441.7288419,1012173293.5871694,26851.875
5,3,17,1057224930.9442197,1057236096.6146939,11165.665
5,3,18,1203751882.9759529,1203752607.4674962,724.4927
5,3,19,1294259831.40238,1294261266.7517586,1435.3469
5,3,20,1413791938.4092498,1413804146.1214848,12207.714
5,4,1,860423202.6616893,860428704.2660555,5501.61
5,4,2,738274820.6489666,738275602.1572465,781.50854
5,4,3,627707381.7843374,627707406.7487863,24.964449
5,4,4,402145100.2178664,402145126.6640088,26.44614
5,4,5,326502915.36299396,326503360.3924015,445.0294
5,4,6,402618554.8674445,402624805.5309394,6250.6626
5,4,7,436985731.8952687,436986241.73106676,509.83597
5,4,8,526126301.6902615,526126328.1985645,26.5083
5,4,9,673989665.8326485,673989692.2128453,26.380198
5,4,10,684730013.0524343,684730812.477027,799.4246
5,4,11,756739714.474702,756745334.2637974,5619.7896
5,4,12,762242171.5177828,762243052.0694401,880.55164
5,4,13,689106209.7091093,689106236.3166319,26.607525
5,4,14,388664645.2844102,388664674.2847063,29.000269
5,4,15,363235281.6116918,363235784.23084795,502.61905
5,4,16,393963307.61561954,393969569.6392121,6262.0225
5,4,17,477007665.191181,477008123.09995174,457.90933
5,4,18,570577913.962625,570577941.5590378,27.596403
5,4,19,651271236.7540069,651271262.3578537,25.60386
5,4,20,667716108.8282349,667716997.5052273,888.7341
5,5,1,614985023.4199667,614988326.9197292,3303.4968
5,5,2,434636289.6655057,434636721.168822,431.50375
5,5,3,390564385.53190464,390564392.98566854,7.4537544
5,5,4,289363576.95784473,289363578.965645,2.0077996
5,5,5,203853861.4271202,203853866.93323895,5.5061193
5,5,6,176882519.84304225,176882586.88991296,67.04686
5,5,7,201354846.411214,201358238.04812738,3391.6353
