Iteracion,led_x,led_y,Diferencia,Data,Simuladas
50,1,1,388639163243.91315,738878198979.5715,351207000000.0
50,2,1,5611697570.167576,6586159214.830336,3115883500.0
50,2,2,5501393697.04015,6411493542.631418,2240068400.0
50,2,3,4552759188.607443,5134657261.779477,2782141200.0
50,2,4,4508413546.362484,5035546404.2617445,2664765200.0
50,2,5,5046237057.258221,5694821424.617316,2580802600.0
50,2,6,6074800263.511553,7027264119.469016,3843045000.0
50,2,7,5910097008.626949,6721855762.476812,3474094000.0
50,2,8,5012710132.524653,5515736067.609745,3717238800.0
50,2,9,4667974510.860368,5168102325.380878,3354855400.0
50,2,10,4650149410.443673,5271771604.487457,2556243200.0
50,3,1,1619173855.57442,1619602522.5143542,428667.06
50,3,2,1564478289.3276086,1564783605.3556068,305403.78
50,3,3,1423870479.694925,1424090294.4627693,219814.73
50,3,4,1024499171.9069209,1024613239.2043127,114067.24
50,3,5,866268884.5869876,866402081.2332573,133221.78
50,3,6,954350519.5135742,954629263.131695,278743.72
50,3,7,940221132.8796396,940372309.4501846,151176.5
50,3,8,1119843252.8548577,1119922415.9048846,79163.016
50,3,9,1305692092.1523092,1305789821.001466,97728.86
50,3,10,1497915632.2661097,1498288913.0628552,373281.25
50,3,11,1687122533.98049,1687797078.1699812,675716.5
50,3,12,1600834269.0345302,1601293935.6240332,459954.56
50,3,13,1484933713.0698981,1485192010.8851254,258297.81
50,3,14,1059026787.9201192,1059223915.0770835,197240.11
50,3,15,987364884.8764485,987554396.5530912,191036.33
50,3,16,1011831975.9220184,1012173293.5871694,341317.75
50,3,17,1057064609.0128814,1057236096.6146939,171487.44
50,3,18,1203663326.6333473,1203752607.4674962,89280.8
50,3,19,1294184932.8024669,1294261266.7517586,76644.36
50,3,20,1413491919.4576664,1413804146.1214848,312226.8
100,1,1,11764997878.076902,738878198979.5715,734220450000.0
100,2,1,5429097572.200152,6586159214.830336,1409961200.0
100,2,2,5556228724.968314,6411493542.631418,1067122560.0
100,2,3,4381829677.852952,5134657261.779477,1011776960.0
100,2,4,4335807552.458759,5035546404.2617445,971089860.0
100,2,5,5041903576.257312,5694821424.617316,885574600.0
100,2,6,5798411493.435652,7027264119.469016,1520414300.0
100,2,7,5642336522.239106,6721855762.476812,1300122100.0
100,2,8,4584475882.551886,5515736067.609745,1307396200.0
100,2,9,4400641496.7393465,5168102325.380878,1065303940.0
100,2,10,4641266332.850108,5271771604.487457,852629700.0
100,3,1,1599948657.8547451,1619602522.5143542,20078284.0
100,3,2,1550548688.4994047,1564783605.3556068,15014544.0
100,3,3,1412231211.4713256,1424090294.4627693,15619325.0
100,3,4,1018085543.0055926,1024613239.2043127,7188116.5
100,3,5,864359890.5723915,866402081.2332573,2052935.1
100,3,6,949235182.5772591,954629263.131695,5575939.5
100,3,7,937543097.8956131,940372309.4501846,2881770.0
100,3,8,1116394691.8382478,1119922415.9048846,3616980.0
100,3,9,1301613016.6630814,1305789821.001466,4239572.5
