Iteracion,led_x,led_y,Diferencia,Data,Simuladas
1,1,1,738773788969.96,738878198979.5715,104410000.0
1,2,1,6585100351.450619,6586159214.830336,1058863.5
1,2,2,6410324200.158984,6411493542.631418,1169343.1
1,2,3,5132925821.337115,5134657261.779477,1737115.2
1,2,4,5033871248.876056,5035546404.2617445,1675155.0
1,2,5,5693633815.355951,5694821424.617316,1187608.1
1,2,6,7025986261.329753,7027264119.469016,1279677.2
1,2,7,6720231359.530974,6721855762.476812,1624403.0
1,2,8,5513676746.927241,5515736067.609745,2059319.1
1,2,9,5166146493.058539,5168102325.380878,1965712.9
1,2,10,5270612547.385531,5271771604.487457,1160563.5
1,3,1,1619566998.9418442,1619602522.5143542,35523.6
1,3,2,1564766710.1660151,1564783605.3556068,16895.207
1,3,3,1424089250.0923676,1424090294.4627693,1044.3701
1,3,4,1024612490.0326028,1024613239.2043127,749.17114
1,3,5,866389187.3068632,866402081.2332573,12893.923
1,3,6,954600424.4843706,954629263.131695,28838.664
1,3,7,940357875.9526759,940372309.4501846,14433.497
1,3,8,1119921473.160499,1119922415.9048846,942.7437
1,3,9,1305788708.9961424,1305789821.001466,1112.0056
1,3,10,1498271699.5777836,1498288913.0628552,17213.482
1,3,11,1687760722.8775172,1687797078.1699812,36355.293
1,3,12,1601275505.4063702,1601293935.6240332,18430.23
1,3,13,1485190670.1009328,1485192010.8851254,1340.7834
1,3,14,1059223018.8258734,1059223915.0770835,896.2516
1,3,15,987538949.885641,987554396.5530912,15446.678
1,3,16,1012143673.4270062,1012173293.5871694,29620.148
1,3,17,1057223722.6726494,1057236096.6146939,12373.945
1,3,18,1203751828.3442934,1203752607.4674962,779.1234
1,3,19,1294259949.8277488,1294261266.7517586,1316.9241
1,3,20,1413785777.5116374,1413804146.1214848,18368.594
1,4,1,860418665.9422455,860428704.2660555,10038.335
1,4,2,738274687.9418304,738275602.1572465,914.2143
1,4,3,627707363.5381975,627707406.7487863,43.210625
1,4,4,402145086.23714745,402145126.6640088,40.426907
1,4,5,326502765.7826627,326503360.3924015,594.6095
1,4,6,402616627.54110986,402624805.5309394,8177.9897
1,4,7,436985525.26604974,436986241.73106676,716.465
1,4,8,526126287.7051186,526126328.1985645,40.493454
1,4,9,673989646.6313617,673989692.2128453,45.58145
1,4,10,684729843.3129326,684730812.477027,969.1633
1,4,11,756735080.8321791,756745334.2637974,10253.449
1,4,12,762241973.5461333,762243052.0694401,1078.5237
1,4,13,689106188.6156712,689106236.3166319,47.700962
1,4,14,388664630.34980243,388664674.2847063,43.934895
1,4,15,363235075.17504483,363235784.23084795,709.0561
1,4,16,393961330.70447785,393969569.6392121,8238.94
