Iteracion,led_x,led_y,Diferencia,Data,Simuladas
1,1,1,738123892610.0093,738878198979.5715,754307140.0
1,2,1,6578780859.292056,6586159214.830336,7441731.0
1,2,2,6404123623.975305,6411493542.631418,7386846.5
1,2,3,5126755444.9690695,5134657261.779477,7940071.0
1,2,4,5027632773.894837,5035546404.2617445,7931458.0
1,2,5,5685207209.368159,5694821424.617316,9619241.0
1,2,6,7018302388.07545,7027264119.469016,9031553.0
1,2,7,6712342594.236865,6721855762.476812,9547765.0
1,2,8,5506234062.696788,5515736067.609745,9527430.0
1,2,9,5159218898.009804,5168102325.380878,9036704.0
1,2,10,5262893479.36261,5271771604.487457,8949527.0
1,3,1,1619463416.4784887,1619602522.5143542,139106.0
1,3,2,1564710858.3083534,1564783605.3556068,72755.734
1,3,3,1424084090.73195,1424090294.4627693,6203.735
1,3,4,1024607639.746317,1024613239.2043127,5599.453
1,3,5,866324253.6909536,866402081.2332573,77863.13
1,3,6,954480968.714317,954629263.131695,148294.34
1,3,7,940291579.4024564,940372309.4501846,80730.07
1,3,8,1119915968.6731622,1119922415.9048846,6447.2393
1,3,9,1305782869.4025028,1305789821.001466,6951.595
1,3,10,1498218770.5514443,1498288913.0628552,70142.53
1,3,11,1687655707.0235338,1687797078.1699812,141371.27
1,3,12,1601213150.645473,1601293935.6240332,80784.97
1,3,13,1485184569.1719315,1485192010.8851254,7441.718
1,3,14,1059217009.8426607,1059223915.0770835,6905.236
1,3,15,987471163.4197733,987554396.5530912,83233.19
1,3,16,1012022367.0667206,1012173293.5871694,150926.48
1,3,17,1057159321.2003487,1057236096.6146939,76775.43
1,3,18,1203747094.1023617,1203752607.4674962,5513.3604
1,3,19,1294252963.6976619,1294261266.7517586,8303.063
1,3,20,1413728325.3610582,1413804146.1214848,75820.695
2,1,1,738119755839.3306,738878198979.5715,758443260.0
2,2,1,6578754331.132938,6586159214.830336,7468754.5
2,2,2,6404097637.1836605,6411493542.631418,7413014.5
2,2,3,5126725888.671527,5134657261.779477,7970428.0
2,2,4,5027603849.014221,5035546404.2617445,7960480.0
2,2,5,5685166058.231392,5694821424.617316,9660462.0
2,2,6,7018267655.022123,7027264119.469016,9066991.0
2,2,7,6712305187.913024,6721855762.476812,9585309.0
2,2,8,5506198565.960759,5515736067.609745,9563319.0
2,2,9,5159184282.35073,5168102325.380878,9072371.0
2,2,10,5262857221.600716,5271771604.487457,8986244.0
2,3,1,1619463413.1571867,1619602522.5143542,139109.45
