Iteracion,led_x,led_y,Diferencia,Data,Simuladas
50,1,1,604319696263.9515,738878198979.5715,134600370000.0
50,2,1,5738730896.77695,6586159214.830336,1976030000.0
50,2,2,5644652217.296017,6411493542.631418,1507761700.0
50,2,3,4932340485.436494,5134657261.779477,2745825000.0
50,2,4,5039938029.487077,5035546404.2617445,2797286100.0
50,2,5,5135616653.984571,5694821424.617316,1776942500.0
50,2,6,6110385612.264329,7027264119.469016,2586368300.0
50,2,7,5966044105.566632,6721855762.476812,2269332200.0
50,2,8,5528099523.241344,5515736067.609745,3565024000.0
50,2,9,5275862081.125168,5168102325.380878,3186834000.0
50,2,10,4726785028.950059,5271771604.487457,1741431700.0
50,3,1,1619479087.4686432,1619602522.5143542,123435.04
50,3,2,1564701266.697777,1564783605.3556068,82338.75
50,3,3,1424056808.0060768,1424090294.4627693,33486.453
50,3,4,1024588999.7055792,1024613239.2043127,24239.502
50,3,5,866364452.532081,866402081.2332573,37637.28
50,3,6,954527897.4269173,954629263.131695,101365.68
50,3,7,940333143.8442004,940372309.4501846,39166.87
50,3,8,1119907237.413381,1119922415.9048846,15178.495
50,3,9,1305770635.2477016,1305789821.001466,19185.738
50,3,10,1498209337.427133,1498288913.0628552,79575.6
50,3,11,1687603280.919103,1687797078.1699812,193797.1
50,3,12,1601173431.0492408,1601293935.6240332,120504.59
50,3,13,1485152653.9481335,1485192010.8851254,39356.926
50,3,14,1059184473.300605,1059223915.0770835,39441.766
50,3,15,987509212.095394,987554396.5530912,45184.492
50,3,16,1012073815.8038803,1012173293.5871694,99477.79
50,3,17,1057187832.9661316,1057236096.6146939,48263.625
50,3,18,1203726524.7045903,1203752607.4674962,26082.76
50,3,19,1294239435.7832918,1294261266.7517586,21830.953
50,3,20,1413733237.7944207,1413804146.1214848,70908.305
50,4,1,860417800.6430161,860428704.2660555,10903.64
50,4,2,738274656.0001715,738275602.1572465,946.15704
50,4,3,627707362.5952642,627707406.7487863,44.15357
50,4,4,402145085.6028524,402145126.6640088,41.061188
50,4,5,326502757.32027113,326503360.3924015,603.0716
50,4,6,402616460.1098516,402624805.5309394,8345.425
50,4,7,436985513.45672864,436986241.73106676,728.27435
50,4,8,526126287.1366158,526126328.1985645,41.062
50,4,9,673989646.0196862,673989692.2128453,46.193142
50,4,10,684729825.4287603,684730812.477027,987.04834
50,4,11,756734734.4027249,756745334.2637974,10599.86
50,4,12,762241949.7903749,762243052.0694401,1102.2792
50,4,13,689106187.5654997,689106236.3166319,48.751144
50,4,14,388664629.56108636,388664674.2847063,44.7236
50,4,15,363235065.12528324,363235784.23084795,719.1064
50,4,16,393961209.939343,393969569.6392121,8359.7
50,4,17,477007532.66749465,477008123.09995174,590.43256
50,4,18,570577898.9430188,570577941.5590378,42.61598
50,4,19,651271218.4454508,651271262.3578537,43.912422
50,4,20,667715899.4342432,667716997.5052273,1098.2936
50,5,1,614981503.2311296,614988326.9197292,6823.6807
50,5,2,434636204.5930035,434636721.168822,516.576
50,5,3,390564383.07270676,390564392.98566854,9.912949
50,5,4,289363575.4321981,289363578.965645,3.5334466
50,5,5,203853855.97708318,203853866.93323895,10.956163
50,5,6,176882515.522878,176882586.88991296,71.367065
50,5,7,201353851.8605383,201358238.04812738,4386.1885
50,5,8,210579108.75885153,210580013.97442982,905.215
50,5,9,238397409.14256108,238397422.49046463,13.347905
50,5,10,262978475.3954715,262978482.8752917,7.479804
50,5,11,339567460.4964921,339567468.10595834,7.6094675
50,5,12,420960823.15321267,420960852.6865041,29.533304
50,5,13,519841541.57628137,519845484.67715114,3943.1
50,5,14,419854532.1217904,419858699.129418,4167.008
50,5,15,402167111.27188134,402167152.3656823,41.093807
50,5,16,354870190.7332206,354870198.8469927,8.113772
50,5,17,227943499.61501884,227943506.85059258,7.2355795
50,5,18,204996762.93889248,204996777.23507917,14.296195
50,5,19,183816297.520488,183817348.17523563,1050.6552
50,5,20,203971633.75517586,203976107.27154845,4473.5146
50,5,21,248313335.56353557,248313409.4742315,73.91071
50,5,22,265582857.78927997,265582868.61358154,10.824296
50,5,23,298645767.5649238,298645771.38975316,3.8248317
50,5,24,373506511.1927945,373506520.7638389,9.571042
50,5,25,471956443.21009976,471956962.275623,519.0657
50,6,1,493600449.7568451,493605727.1831527,5277.428
50,6,2,387011528.60646194,387013969.35182446,2440.746
50,6,3,305936907.5555512,305936990.8508949,83.29541
50,6,4,266658697.8147392,266658705.90703383,8.092292
50,6,5,229431174.35670623,229431179.6095703,5.252866
50,6,6,184733975.90025997,184733977.35525188,1.4549915
50,6,7,164067195.6066212,164067197.08848584,1.4818646
50,6,8,137636069.70691568,137636071.15897602,1.452061
50,6,9,110958346.11709104,110958348.65330522,2.5362158
50,6,10,110384830.14340729,110384835.66944999,5.5260396
50,6,11,103798888.81473961,103798899.84333539,11.028605
50,6,12,109620748.31753601,109621019.83013725,271.51263
50,6,13,123276690.47154683,123278990.08940591,2301.1433
50,6,14,114005480.4756684,114007828.2709028,2347.7961
50,6,15,113501646.27437316,113501940.96219753,294.68762
50,6,16,129379119.43285312,129379132.68724214,13.254389
50,6,17,132188293.20661704,132188298.42938556,5.22277
50,6,18,139128583.38919798,139128586.36943564,2.9802358
50,6,19,163747327.9693368,163747329.44903445,1.4796987
50,6,20,198976462.56142116,198976464.0592834,1.4978603
50,6,21,226145433.72412798,226145435.19405305,1.469924
50,6,22,259781558.0367434,259781563.12723622,5.090497
50,6,23,261408614.445639,261408621.9506215,7.5049767
50,6,24,282566606.2362444,282566691.1358226,84.89971
50,6,25,323935692.9554772,323937969.41865325,2276.4626
50,6,26,319262303.04437697,319267090.5189268,4787.481
50,6,27,314154614.28316885,314157094.53653634,2480.251
50,6,28,316083660.87991124,316083786.19856626,125.3187
50,6,29,266961380.22272292,266961388.58811983,8.365394
50,6,30,231760908.8831279,231760914.54275668,5.659632
50,6,31,191382453.43587747,191382454.88406494,1.4481866
50,6,32,161227033.77676964,161227035.3125209,1.5357527
50,6,33,134756217.57954234,134756219.10224137,1.522701
50,6,34,112770910.90627827,112770913.79420644,2.8879242
50,6,35,110388041.94808121,110388047.7050182,5.756936
50,6,36,97556668.98201558,97556682.02203315,13.040019
50,6,37,106048255.32132556,106048573.85443543,318.5328
50,6,38,114057862.8249102,114060264.26179545,2401.4321
50,6,39,105070989.90133937,105073283.21699142,2293.3171
50,6,40,116996425.61058955,116996685.77571748,260.16528
50,6,41,140646027.61360285,140646038.41325584,10.799642
50,6,42,146942796.41531748,146942801.62417904,5.20886
50,6,43,156875379.74579176,156875382.54640025,2.8006036
50,6,44,183882795.37301713,183882796.87581256,1.5027934
50,6,45,211667213.50072864,211667214.97617355,1.4754442
50,6,46,231638739.865355,231638741.38684922,1.5214906
50,6,47,261592419.59235534,261592424.99692947,5.4045815
50,6,48,257905844.26875585,257905852.00389713,7.7351437
50,6,49,281521308.5142354,281521437.01851344,128.50444
50,6,50,409732675.3721958,409735449.79108804,2774.4167
50,7,1,407300115.5441543,407303617.87796485,3502.3364
50,7,2,212401512.4777414,212402449.54485294,937.06616
50,7,3,203321025.96752027,203321052.1158704,26.148396
50,7,4,183965081.8760167,183965086.76748037,4.891464
50,7,5,141918804.89876047,141918806.78273165,1.883972
50,7,6,128779877.40566051,128779878.72271779,1.3170569
50,7,7,102595404.92888963,102595405.7995094,0.87062037
50,7,8,78052472.81368884,78052473.4916629,0.6779736
50,7,9,72354851.13071443,72354851.97099505,0.8402807
50,7,10,65139344.019245334,65139346.821625434,2.8023841
50,7,11,66647778.47449939,66647782.57027905,4.0957794
50,7,12,73008338.33692685,73008418.07161301,79.73468
50,7,13,79366932.6794971,79368755.3763542,1822.6974
50,7,14,71879364.47233018,71881282.12074311,1917.649
50,7,15,71730055.51574561,71730148.86819534,93.35246
50,7,16,83740095.71984781,83740100.28379458,4.5639424
50,7,17,92384997.7940516,92385000.83244304,3.0383928
50,7,18,92044962.0828001,92044962.92883778,0.8460379
50,7,19,107694490.61719497,107694491.27712464,0.65993
50,7,20,119919145.40553364,119919146.19931172,0.7937786
50,7,21,136572264.8211288,136572266.13017341,1.309045
50,7,22,164368745.86366662,164368747.78213814,1.9184713
50,7,23,185345306.89481026,185345312.05506626,5.1602545
50,7,24,222446848.2189702,222446874.6093312,26.390324
50,7,25,251714339.57911703,251715238.00529823,898.42676
50,7,26,233316466.341506,233319829.8307822,3363.4934
50,7,27,216841324.0162176,216842329.75563148,1005.73914
50,7,28,223760531.94562522,223760562.00999856,30.06433
50,7,29,191492538.94469044,191492544.2005845,5.2559013
50,7,30,152737015.9961036,152737018.114464,2.1183586
50,7,31,130359428.67525673,130359430.01818281,1.3429235
50,7,32,98821451.68073295,98821452.5706471,0.8899151
50,7,33,82466995.17941977,82466995.87467271,0.6952531
50,7,34,76156728.24056552,76156729.09701286,0.8564465
50,7,35,71822196.72353049,71822199.73700704,3.013477
50,7,36,65278121.967072725,65278126.250215456,4.2831426
50,7,37,73587682.18221213,73587773.77788687,91.595695
50,7,38,79630158.79058729,79632080.94141355,1922.1523
50,7,39,71892815.80797972,71894649.49910513,1833.6918
50,7,40,78426831.84466898,78426913.74236712,81.897736
50,7,41,90695246.81017931,90695251.35155816,4.541383
50,7,42,93887668.73001176,93887671.6765058,2.9464903
50,7,43,96906304.73302335,96906305.58590795,0.8528852
50,7,44,112531566.7090213,112531567.34755816,0.6385364
50,7,45,127948743.3943152,127948744.22725756,0.8329426
50,7,46,142899289.48331377,142899290.80099797,1.3176874
50,7,47,166033197.9927553,166033200.03557608,2.0428214
50,7,48,187378107.00043434,187378112.2011768,5.2007427
50,7,49,217381227.7039432,217381257.0885119,29.384525
50,7,50,232081600.09218112,232082606.64142826,1006.5498
100,1,1,19946518656.118877,738878198979.5715,727044000000.0
100,2,1,5401175732.072177,6586159214.830336,1788119200.0
100,2,2,5506987020.536915,6411493542.631418,1382117400.0
100,2,3,4370289182.949628,5134657261.779477,1439419300.0
100,2,4,4341657098.481949,5035546404.2617445,1400136100.0
100,2,5,5052320899.872896,5694821424.617316,1120063400.0
100,2,6,5881353217.310892,7027264119.469016,1881365400.0
100,2,7,5622329922.00058,6721855762.476812,1715083800.0
100,2,8,4655722860.780878,5515736067.609745,1688098400.0
100,2,9,4447882687.079415,5168102325.380878,1412179700.0
100,2,10,4668640712.846463,5271771604.487457,1111166100.0
100,3,1,1603909863.7437372,1619602522.5143542,15826184.0
100,3,2,1553077055.662109,1564783605.3556068,12258136.0
100,3,3,1413335006.8322265,1424090294.4627693,14096782.0
100,3,4,1017237636.5560354,1024613239.2043127,8433195.0
100,3,5,864157762.0251057,866402081.2332573,2267086.5
100,3,6,949264095.9301888,954629263.131695,5511203.0
100,3,7,937836570.3859165,940372309.4501846,2589836.0
100,3,8,1117633240.9167998,1119922415.9048846,2292764.5
100,3,9,1303229410.13084,1305789821.001466,2588205.5
100,3,10,1488012599.2564569,1498288913.0628552,10471103.0
100,3,11,1670782974.127332,1687797078.1699812,19707458.0
100,3,12,1586241521.9909592,1601293935.6240332,15450089.0
100,3,13,1472757955.8976338,1485192010.8851254,13283457.0
100,3,14,1051872625.7139388,1059223915.0770835,7910590.0
100,3,15,984058698.9934082,987554396.5530912,3598902.0
100,3,16,1005616592.472897,1012173293.5871694,6812546.0
100,3,17,1053834270.8906171,1057236096.6146939,3458761.0
100,3,18,1200313807.4673429,1203752607.4674962,3449036.8
100,3,19,1291589958.8644776,1294261266.7517586,2818232.8
100,3,20,1405217460.2255356,1413804146.1214848,8715429.0
100,4,1,860409822.7556158,860428704.2660555,18881.508
100,4,2,738273067.2613053,738275602.1572465,2534.8958
100,4,3,627706290.1437784,627707406.7487863,1116.6049
100,4,4,402144518.61380637,402145126.6640088,608.0501
100,4,5,326502547.17644304,326503360.3924015,813.2158
100,4,6,402615637.9951839,402624805.5309394,9167.528
100,4,7,436985405.9030531,436986241.73106676,835.82806
100,4,8,526126218.68389267,526126328.1985645,109.514656
100,4,9,673989452.9053324,673989692.2128453,239.30746
100,4,10,684729415.77471,684730812.477027,1396.7021
100,4,11,756727651.9333299,756745334.2637974,17682.346
100,4,12,762240135.8625139,762243052.0694401,2916.207
100,4,13,689104607.075318,689106236.3166319,1629.2415
100,4,14,388664194.62660265,388664674.2847063,479.6579
100,4,15,363234901.24071753,363235784.23084795,882.9903
100,4,16,393960611.8611552,393969569.6392121,8957.786
100,4,17,477007389.5974752,477008123.09995174,733.5021
100,4,18,570577742.3219306,570577941.5590378,199.23709
100,4,19,651270953.1461585,651271262.3578537,309.21167
100,4,20,667714948.1947094,667716997.5052273,2049.311
100,5,1,614979254.2909937,614988326.9197292,9072.637
100,5,2,434636145.5576947,434636721.168822,575.6111
100,5,3,390564382.6975552,390564392.98566854,10.288108
100,5,4,289363575.3032656,289363578.965645,3.6623757
100,5,5,203853855.85590765,203853866.93323895,11.077332
100,5,6,176882514.22128072,176882586.88991296,72.66864
100,5,7,201353683.7840578,201358238.04812738,4554.268
100,5,8,210579076.83910426,210580013.97442982,937.1361
100,5,9,238397408.8612085,238397422.49046463,13.629258
100,5,10,262978475.19681677,262978482.8752917,7.678474
100,5,11,339567460.3786147,339567468.10595834,7.7273374
100,5,12,420960822.318547,420960852.6865041,30.367956
100,5,13,519841354.5019155,519845484.67715114,4130.1753
100,5,14,419854341.25593877,419858699.129418,4357.871
100,5,15,402167110.12608933,402167152.3656823,42.239597
100,5,16,354870190.51566327,354870198.8469927,8.331331
100,5,17,227943499.50384206,227943506.85059258,7.3467474
100,5,18,204996762.77265394,204996777.23507917,14.462411
100,5,19,183816271.28227207,183817348.17523563,1076.8927
100,5,20,203971491.92360646,203976107.27154845,4615.3457
100,5,21,248313334.19379258,248313409.4742315,75.28049
100,5,22,265582857.59649146,265582868.61358154,11.017077
100,5,23,298645767.472747,298645771.38975316,3.9170017
100,5,24,373506510.96436054,373506520.7638389,9.799489
100,5,25,471956382.9237677,471956962.275623,579.35187
100,6,1,493598360.0691119,493605727.1831527,7367.1084
100,6,2,387010630.75229603,387013969.35182446,3338.5967
100,6,3,305936901.16841465,305936990.8508949,89.68246
100,6,4,266658697.6061073,266658705.90703383,8.30092
100,6,5,229431174.23389944,229431179.6095703,5.375675
100,6,6,184733975.86940774,184733977.35525188,1.4858427
100,6,7,164067195.57454488,164067197.08848584,1.5139412
100,6,8,137636069.68143955,137636071.15897602,1.4775364
100,6,9,110958346.08099212,110958348.65330522,2.5723064
100,6,10,110384830.06646003,110384835.66944999,5.6029944
100,6,11,103798888.70945263,103798899.84333539,11.133897
100,6,12,109620741.98811567,109621019.83013725,277.84216
100,6,13,123276607.16236794,123278990.08940591,2384.5889
100,6,14,114005396.32413803,114007828.2709028,2431.9443
100,6,15,113501639.93955272,113501940.96219753,301.02255
100,6,16,129379119.27139506,129379132.68724214,13.415858
100,6,17,132188293.11777714,132188298.42938556,5.311607
100,6,18,139128583.33876413,139128586.36943564,3.0306723
100,6,19,163747327.94767836,163747329.44903445,1.5013571
100,6,20,198976462.54036194,198976464.0592834,1.518922
100,6,21,226145433.70666358,226145435.19405305,1.4873881
100,6,22,259781557.9645292,259781563.12723622,5.1627064
100,6,23,261408614.34527856,261408621.9506215,7.6053443
100,6,24,282566604.19395596,282566691.1358226,86.94184
100,6,25,323935623.94516784,323937969.41865325,2345.4722
100,6,26,319262142.14493316,319267090.5189268,4948.379
100,6,27,314154537.4005675,314157094.53653634,2557.1375
100,6,28,316083657.9415179,316083786.19856626,128.25713
100,6,29,266961380.0715228,266961388.58811983,8.51659
100,6,30,231760908.7835576,231760914.54275668,5.759191
100,6,31,191382453.41505817,191382454.88406494,1.4690073
100,6,32,161227033.75164545,161227035.3125209,1.5608763
100,6,33,134756217.55661404,134756219.10224137,1.5456259
100,6,34,112770910.883603,112770913.79420644,2.9106069
100,6,35,110388041.91853629,110388047.7050182,5.7864757
100,6,36,97556668.89819127,97556682.02203315,13.12383
100,6,37,106048248.94926143,106048573.85443543,324.90506
100,6,38,114057794.56217599,114060264.26179545,2469.7004
100,6,39,105070923.6534369,105073283.21699142,2359.566
100,6,40,116996419.93817604,116996685.77571748,265.83774
100,6,41,140646027.4461271,140646038.41325584,10.96713
100,6,42,146942796.29156798,146942801.62417904,5.332613
100,6,43,156875379.67348975,156875382.54640025,2.8729107
100,6,44,183882795.33942726,183882796.87581256,1.5363854
100,6,45,211667213.47933555,211667214.97617355,1.4968373
100,6,46,231638739.84529364,231638741.38684922,1.5415542
100,6,47,261592419.51387313,261592424.99692947,5.4830546
100,6,48,257905844.07343668,257905852.00389713,7.930468
100,6,49,281521296.1287402,281521437.01851344,140.88966
100,6,50,409731599.47346085,409735449.79108804,3850.3193
100,7,1,407299456.86058897,407303617.87796485,4161.0156
100,7,2,212401360.906463,212402449.54485294,1088.6376
100,7,3,203321025.3393728,203321052.1158704,26.776537
100,7,4,183965081.8226825,183965086.76748037,4.9448133
100,7,5,141918804.878396,141918806.78273165,1.904336
100,7,6,128779877.39215972,128779878.72271779,1.3305581
100,7,7,102595404.9196377,102595405.7995094,0.87987113
100,7,8,78052472.80939715,78052473.4916629,0.68226594
100,7,9,72354851.12268561,72354851.97099505,0.84830856
100,7,10,65139343.99429066,65139346.821625434,2.8273385
100,7,11,66647778.447883,66647782.57027905,4.122393
100,7,12,73008337.53711475,73008418.07161301,80.53446
100,7,13,79366908.7324077,79368755.3763542,1846.6458
100,7,14,71879339.08316705,71881282.12074311,1943.0367
100,7,15,71730054.68651521,71730148.86819534,94.18163
100,7,16,83740095.68416324,83740100.28379458,4.5996256
100,7,17,92384997.7512766,92385000.83244304,3.0811644
100,7,18,92044962.07229516,92044962.92883778,0.8565432
100,7,19,107694490.61213465,107694491.27712464,0.6649907
100,7,20,119919145.39822222,119919146.19931172,0.80109024
100,7,21,136572264.8114045,136572266.13017341,1.3187681
100,7,22,164368745.84820327,164368747.78213814,1.933933
100,7,23,185345306.85274008,185345312.05506626,5.2023277
100,7,24,222446847.9051716,222446874.6093312,26.704136
100,7,25,251714317.1476259,251715238.00529823,920.857
100,7,26,233316371.13554272,233319829.8307822,3458.6958
100,7,27,216841296.6002869,216842329.75563148,1033.156
100,7,28,223760531.53387874,223760562.00999856,30.476131
100,7,29,191492538.85847637,191492544.2005845,5.3421087
100,7,30,152737015.9684056,152737018.114464,2.1460595
100,7,31,130359428.6641974,130359430.01818281,1.3539838
100,7,32,98821451.67063323,98821452.5706471,0.9000135
100,7,33,82466995.17386062,82466995.87467271,0.70081323
100,7,34,76156728.2352049,76156729.09701286,0.8618078
100,7,35,71822196.70834498,71822199.73700704,3.028666
100,7,36,65278121.945351295,65278126.250215456,4.304867
100,7,37,73587680.57676484,73587773.77788687,93.2011
100,7,38,79630115.44505252,79632080.94141355,1965.4965
100,7,39,71892775.41184652,71894649.49910513,1874.087
100,7,40,78426830.93853,78426913.74236712,82.80383
100,7,41,90695246.73648573,90695251.35155816,4.6150703
100,7,42,93887668.67490472,93887671.6765058,3.0016022
100,7,43,96906304.71322149,96906305.58590795,0.87268674
100,7,44,112531566.69929934,112531567.34755816,0.6482599
100,7,45,127948743.38534603,127948744.22725756,0.84191155
100,7,46,142899289.4702184,142899290.80099797,1.3307794
100,7,47,166033197.9652993,166033200.03557608,2.0702748
100,7,48,187378106.94919333,187378112.2011768,5.2519836
100,7,49,217381226.60193837,217381257.0885119,30.486591
100,7,50,232081419.08957353,232082606.64142826,1187.5514
150,1,1,6985367714.332026,738878198979.5715,738456760000.0
150,2,1,4727233938.313014,6586159214.830336,2072572000.0
150,2,2,4736689466.088875,6411493542.631418,1908336900.0
150,2,3,3986285239.478883,5134657261.779477,1568146600.0
150,2,4,3984489657.8793726,5035546404.2617445,1378501500.0
150,2,5,4563772555.247579,5694821424.617316,1358970200.0
150,2,6,4957746294.323294,7027264119.469016,2281885700.0
150,2,7,4843878833.023672,6721855762.476812,2139690100.0
150,2,8,4169612568.6473436,5515736067.609745,1688511500.0
150,2,9,4035877893.0805016,5168102325.380878,1317316100.0
150,2,10,4274217594.9476337,5271771604.487457,1190587100.0
150,3,1,1545938385.8073714,1619602522.5143542,87431990.0
150,3,2,1519988020.1833744,1564783605.3556068,53551964.0
150,3,3,1377165548.8668087,1424090294.4627693,60938720.0
150,3,4,997418107.6980084,1024613239.2043127,34817820.0
150,3,5,852705507.8358474,866402081.2332573,14905560.0
150,3,6,927201860.2167547,954629263.131695,29929902.0
150,3,7,929193205.3341311,940372309.4501846,11800444.0
150,3,8,1102756270.1145163,1119922415.9048846,18696032.0
150,3,9,1287392017.243309,1305789821.001466,19271884.0
150,3,10,1445620710.4675803,1498288913.0628552,59129450.0
150,3,11,1603136951.6723657,1687797078.1699812,99934020.0
150,3,12,1534431196.5701864,1601293935.6240332,78104150.0
150,3,13,1433272393.6976185,1485192010.8851254,76158296.0
150,3,14,1028831254.4367017,1059223915.0770835,42498440.0
150,3,15,972405572.996515,987554396.5530912,16182395.0
150,3,16,982236746.8820155,1012173293.5871694,32687452.0
150,3,17,1039834393.5161755,1057236096.6146939,18596874.0
150,3,18,1179375043.7199156,1203752607.4674962,26041946.0
150,3,19,1276030663.4776883,1294261266.7517586,20271984.0
150,3,20,1367450143.6120977,1413804146.1214848,59074610.0
150,4,1,860180028.9570029,860428704.2660555,248675.11
150,4,2,738212296.6605297,738275602.1572465,63305.453
150,4,3,627663608.7328614,627707406.7487863,43797.97
150,4,4,402121346.1766799,402145126.6640088,23842.59
150,4,5,326497524.2152725,326503360.3924015,5836.171
150,4,6,402607769.75080556,402624805.5309394,17035.785
150,4,7,436983312.7534812,436986241.73106676,2928.9768
150,4,8,526122734.44056594,526126328.1985645,3593.7559
150,4,9,673975382.2056788,673989692.2128453,14310.011
150,4,10,684709611.8614978,684730812.477027,21200.643
150,4,11,756430315.2375469,756745334.2637974,315018.84
150,4,12,762171228.1050013,762243052.0694401,71824.04
150,4,13,689037951.8502549,689106236.3166319,68284.516
150,4,14,388645190.3282182,388664674.2847063,19483.965
150,4,15,363230875.35458416,363235784.23084795,4908.879
150,4,16,393953752.9188842,393969569.6392121,15816.718
150,4,17,477001443.3636457,477008123.09995174,6679.739
150,4,18,570570588.0224537,570577941.5590378,7353.538
150,4,19,651259078.5623046,651271262.3578537,12183.804
150,4,20,667677688.9091458,667716997.5052273,39346.38
150,5,1,614972948.322913,614988326.9197292,15378.589
150,5,2,434636028.5333152,434636721.168822,692.63635
150,5,3,390564375.88172936,390564392.98566854,17.10395
150,5,4,289363572.36448926,289363578.965645,6.6011534
150,5,5,203853855.56792378,203853866.93323895,11.365309
150,5,6,176882512.01044014,176882586.88991296,74.87941
150,5,7,201353393.36552903,201358238.04812738,4844.682
150,5,8,210579020.49099216,210580013.97442982,993.4828
150,5,9,238397408.26495123,238397422.49046463,14.225498
150,5,10,262978474.73879614,262978482.8752917,8.136496
150,5,11,339567459.2018184,339567468.10595834,8.904146
150,5,12,420960820.4648481,420960852.6865041,32.22168
150,5,13,519841029.6906793,519845484.67715114,4454.9873
150,5,14,419854028.4837337,419858699.129418,4670.645
150,5,15,402167099.4004782,402167152.3656823,52.96522
150,5,16,354870183.6284806,354870198.8469927,15.218501
150,5,17,227943498.722947,227943506.85059258,8.127647
150,5,18,204996762.3824953,204996777.23507917,14.852585
150,5,19,183816227.64293927,183817348.17523563,1120.5327
150,5,20,203971254.90598434,203976107.27154845,4852.3647
150,5,21,248313331.7829643,248313409.4742315,77.691185
150,5,22,265582856.7644575,265582868.61358154,11.849134
150,5,23,298645767.0489601,298645771.38975316,4.340799
150,5,24,373506510.05852705,373506520.7638389,10.705301
150,5,25,471956246.20039356,471956962.275623,716.0757
150,6,1,493593205.633269,493605727.1831527,12521.557
150,6,2,387008459.2919593,387013969.35182446,5510.056
150,6,3,305936888.2346822,305936990.8508949,102.6161
150,6,4,266658697.21955097,266658705.90703383,8.687476
150,6,5,229431174.03281054,229431179.6095703,5.5767527
150,6,6,184733975.8185869,184733977.35525188,1.5366637
