Iteracion,led_x,led_y,Diferencia,Data,Simuladas
5,1,1,738806821635.4213,738878198979.5715,71377380.0
5,2,1,6585407404.731264,6586159214.830336,751810.56
5,2,2,6410727143.166661,6411493542.631418,766398.06
5,2,3,5133622756.542172,5134657261.779477,1034505.3
5,2,4,5034450005.599685,5035546404.2617445,1096398.4
5,2,5,5693962994.015872,5694821424.617316,860398.44
5,2,6,7026371750.594972,7027264119.469016,892367.94
5,2,7,6720864672.791773,6721855762.476812,991089.75
5,2,8,5514440670.400851,5515736067.609745,1295396.5
5,2,9,5166911004.586947,5168102325.380878,1197930.5
5,2,10,5270933777.547856,5271771604.487457,837826.44
5,3,1,1619583227.3040721,1619602522.5143542,19295.229
5,3,2,1564774975.9728565,1564783605.3556068,8629.384
5,3,3,1424089787.6514194,1424090294.4627693,506.81146
5,3,4,1024612789.2669693,1024613239.2043127,449.9366
5,3,5,866392747.2965215,866402081.2332573,9336.907
5,3,6,954608139.6682291,954629263.131695,21123.463
5,3,7,940361800.2000214,940372309.4501846,10509.246
5,3,8,1119921881.7817135,1119922415.9048846,534.1235
5,3,9,1305789296.3679729,1305789821.001466,524.6338
5,3,10,1498278354.3439295,1498288913.0628552,10558.708
5,3,11,1687777354.0382178,1687797078.1699812,19724.125
5,3,12,1601284171.8790417,1601293935.6240332,9763.743
5,3,13,1485191291.342789,1485192010.8851254,719.54297
5,3,14,1059223377.3088003,1059223915.0770835,537.7686
5,3,15,987542882.4561447,987554396.5530912,11514.101
5,3,16,1012151589.0454026,1012173293.5871694,21704.559
5,3,17,1057227302.5679169,1057236096.6146939,8794.04
5,3,18,1203752155.3007038,1203752607.4674962,452.1671
5,3,19,1294260602.4141436,1294261266.7517586,664.33716
5,3,20,1413792946.6177347,1413804146.1214848,11199.514
5,4,1,860424435.4385799,860428704.2660555,4268.833
5,4,2,738275238.4544038,738275602.1572465,363.7026
5,4,3,627707392.837773,627707406.7487863,13.911006
5,4,4,402145112.5980053,402145126.6640088,14.066011
5,4,5,326502960.4217417,326503360.3924015,399.97098
5,4,6,402619576.4746148,402624805.5309394,5229.06
5,4,7,436985760.75348496,436986241.73106676,480.97775
5,4,8,526126313.6993645,526126328.1985645,14.499193
5,4,9,673989676.8024675,673989692.2128453,15.410377
5,4,10,684730461.2699434,684730812.477027,351.2069
5,4,11,756740972.8659953,756745334.2637974,4361.3955
5,4,12,762242622.018765,762243052.0694401,430.0505
5,4,13,689106221.0522338,689106236.3166319,15.264419
5,4,14,388664659.1442523,388664674.2847063,15.140467
5,4,15,363235287.65398765,363235784.23084795,496.57712
5,4,16,393964284.321851,393969569.6392121,5285.3145
5,4,17,477007725.21327215,477008123.09995174,397.8866
5,4,18,570577926.1193626,570577941.5590378,15.439699
5,4,19,651271247.912709,651271262.3578537,14.445154
5,4,20,667716597.339499,667716997.5052273,400.16553
5,5,1,614985649.8565979,614988326.9197292,2677.066
5,5,2,434636542.7916922,434636721.168822,178.37721
5,5,3,390564389.64374393,390564392.98566854,3.3419259
5,5,4,289363577.90800774,289363578.965645,1.0576379
5,5,5,203853863.42845222,203853866.93323895,3.5047846
5,5,6,176882542.41317475,176882586.88991296,44.47678
5,5,7,201355382.560993,201358238.04812738,2855.485
5,5,8,210579355.4034639,210580013.97442982,658.57184
5,5,9,238397417.83272257,238397422.49046463,4.6577444
5,5,10,262978480.6460008,262978482.8752917,2.2292902
5,5,11,339567465.4962224,339567468.10595834,2.6097355
5,5,12,420960843.92153645,420960852.6865041,8.764965
5,5,13,519843722.31613606,519845484.67715114,1762.3595
5,5,14,419857073.876096,419858699.129418,1625.2518
5,5,15,402167136.44388425,402167152.3656823,15.921794
5,5,16,354870196.11166155,354870198.8469927,2.73533
5,5,17,227943504.69731912,227943506.85059258,2.1532733
5,5,18,204996772.72302336,204996777.23507917,4.512054
5,5,19,183816601.60524344,183817348.17523563,746.5698
5,5,20,203973133.04015025,203976107.27154845,2974.231
5,5,21,248313365.7278923,248313409.4742315,43.746334
5,5,22,265582865.0385349,265582868.61358154,3.5750442
5,5,23,298645770.296495,298645771.38975316,1.0932581
5,5,24,373506517.3001336,373506520.7638389,3.4637084
5,5,25,471956757.7781576,471956962.275623,204.49738
5,6,1,493603695.08459467,493605727.1831527,2032.0988
5,6,2,387013007.15046066,387013969.35182446,962.20215
5,6,3,305936957.8160184,305936990.8508949,33.034866
