Iteracion,led_x,led_y,Diferencia,Data,Simuladas
1,1,1,738425672407.6746,738878198979.5715,452526940.0
1,2,1,6581421593.256551,6586159214.830336,4745395.0
1,2,2,6406777925.7777,6411493542.631418,4731810.0
1,2,3,5129219283.470747,5134657261.779477,5438104.0
1,2,4,5029655025.244273,5035546404.2617445,5893659.0
1,2,5,5688405093.275646,5694821424.617316,6432164.0
1,2,6,7021741283.084338,7027264119.469016,5522839.0
1,2,7,6715973555.479031,6721855762.476812,5904811.0
1,2,8,5509211172.404398,5515736067.609745,6537575.5
1,2,9,5161631945.793675,5168102325.380878,6576567.5
1,2,10,5265753816.843433,5271771604.487457,6056354.5
1,3,1,1619455903.4325802,1619602522.5143542,146618.97
1,3,2,1564727430.9243512,1564783605.3556068,56272.902
1,3,3,1424085775.4208403,1424090294.4627693,4519.0396
1,3,4,1024609258.7471118,1024613239.2043127,3980.4573
1,3,5,866351489.2977684,866402081.2332573,50594.766
1,3,6,954528806.1577015,954629263.131695,100457.04
1,3,7,940318903.8805865,940372309.4501846,53405.566
1,3,8,1119918333.8136237,1119922415.9048846,4082.0867
1,3,9,1305785521.0183802,1305789821.001466,4299.9824
1,3,10,1498225320.26191,1498288913.0628552,63592.73
1,3,11,1687646512.9886665,1687797078.1699812,150565.2
1,3,12,1601219403.4324784,1601293935.6240332,74532.164
1,3,13,1485185890.6996205,1485192010.8851254,6120.1885
1,3,14,1059219105.2722902,1059223915.0770835,4809.8047
1,3,15,987497795.3898308,987554396.5530912,56601.2
1,3,16,1012071144.0511448,1012173293.5871694,102149.555
1,3,17,1057186290.3895407,1057236096.6146939,49806.195
1,3,18,1203749197.9008794,1203752607.4674962,3409.5708
1,3,19,1294255732.7930756,1294261266.7517586,5533.96
1,3,20,1413729065.5874195,1413804146.1214848,75080.55
1,4,1,860381150.1511642,860428704.2660555,47554.098
1,4,2,738271676.3433439,738275602.1572465,3925.812
1,4,3,627707208.4357098,627707406.7487863,198.3131
1,4,4,402144931.88417566,402145126.6640088,194.78008
1,4,5,326500581.12901103,326503360.3924015,2779.2625
1,4,6,402606390.9708733,402624805.5309394,18414.56
1,4,7,436983041.73725367,436986241.73106676,3199.993
1,4,8,526126123.94326955,526126328.1985645,204.25539
1,4,9,673989482.5517848,673989692.2128453,209.66125
1,4,10,684726927.7170442,684730812.477027,3884.76
1,4,11,756696673.2083074,756745334.2637974,48661.105
1,4,12,762238576.5282019,762243052.0694401,4475.5405
1,4,13,689106023.0665197,689106236.3166319,213.2503
1,4,14,388664464.3189623,388664674.2847063,209.96576
1,4,15,363232468.71823084,363235784.23084795,3315.5095
1,4,16,393950954.7234458,393969569.6392121,18614.9
1,4,17,477005464.7243939,477008123.09995174,2658.3762
1,4,18,570577735.7392615,570577941.5590378,205.8198
1,4,19,651271049.6702899,651271262.3578537,212.68762
1,4,20,667712517.2035046,667716997.5052273,4480.7124
1,5,1,614960157.8089386,614988326.9197292,28169.117
1,5,2,434634836.86434805,434636721.168822,1884.3048
1,5,3,390564301.46863425,390564392.98566854,91.517075
1,5,4,289363529.90322316,289363578.965645,49.062443
1,5,5,203853801.16639024,203853866.93323895,65.766846
1,5,6,176882144.96681368,176882586.88991296,441.9239
1,5,7,201349038.00221407,201358238.04812738,9200.033
1,5,8,210576401.62957737,210580013.97442982,3612.3452
1,5,9,238397319.52713826,238397422.49046463,102.96329
1,5,10,262978427.0944427,262978482.8752917,55.78092
1,5,11,339567398.30508965,339567468.10595834,69.80095
1,5,12,420960639.28770226,420960852.6865041,213.39874
1,5,13,519826722.5456762,519845484.67715114,18762.115
1,5,14,419838112.0167651,419858699.129418,20587.094
1,5,15,402166850.27105963,402167152.3656823,302.0949
1,5,16,354870127.3630317,354870198.8469927,71.48391
1,5,17,227943450.3332702,227943506.85059258,56.517372
1,5,18,204996668.55928323,204996777.23507917,108.67571
1,5,19,183813256.8297625,183817348.17523563,4091.349
1,5,20,203966184.5354022,203976107.27154845,9922.741
1,5,21,248312996.21503353,248313409.4742315,413.25885
1,5,22,265582802.15579295,265582868.61358154,66.45777
1,5,23,298645721.2256382,298645771.38975316,50.16413
1,5,24,373506428.1718513,373506520.7638389,92.59197
1,5,25,471954612.213699,471956962.275623,2350.0627
2,1,1,738423333835.5488,738878198979.5715,454865000.0
2,2,1,6581405161.484365,6586159214.830336,4761912.5
2,2,2,6406761604.19689,6411493542.631418,4748211.5
2,2,3,5129199592.617872,5134657261.779477,5457870.5
2,2,4,5029632489.195047,5035546404.2617445,5916215.0
2,2,5,5688380099.926677,5694821424.617316,6457318.0
2,2,6,7021720180.108798,7027264119.469016,5543940.0
2,2,7,6715951461.110987,6721855762.476812,5927076.5
2,2,8,5509186123.860701,5515736067.609745,6562666.0
2,2,9,5161607325.648209,5168102325.380878,6602029.0
2,2,10,5265730930.730215,5271771604.487457,6079685.0
2,3,1,1619455886.9235501,1619602522.5143542,146635.44
2,3,2,1564727426.4338987,1564783605.3556068,56277.336
2,3,3,1424085775.2155168,1424090294.4627693,4519.2476
2,3,4,1024609258.7840042,1024613239.2043127,3980.4177
2,3,5,866351487.9497039,866402081.2332573,50596.184
2,3,6,954528802.726067,954629263.131695,100460.516
2,3,7,940318902.2728965,940372309.4501846,53407.234
2,3,8,1119918333.647135,1119922415.9048846,4082.2576
2,3,9,1305785520.939771,1305789821.001466,4300.063
2,3,10,1498225315.817308,1498288913.0628552,63597.227
2,3,11,1687646498.9497848,1687797078.1699812,150579.2
2,3,12,1601219397.6372662,1601293935.6240332,74537.945
2,3,13,1485185890.1283035,1485192010.8851254,6120.761
2,3,14,1059219104.8846567,1059223915.0770835,4810.196
2,3,15,987497793.7281542,987554396.5530912,56602.836
2,3,16,1012071140.8787272,1012173293.5871694,102152.69
2,3,17,1057186289.21617,1057236096.6146939,49807.383
2,3,18,1203749197.7292774,1203752607.4674962,3409.7368
2,3,19,1294255732.6616127,1294261266.7517586,5534.0957
2,3,20,1413729058.0655823,1413804146.1214848,75087.99
2,4,1,860381145.2739623,860428704.2660555,47559.01
2,4,2,738271676.0977682,738275602.1572465,3926.0571
2,4,3,627707208.432868,627707406.7487863,198.31583
2,4,4,402144931.88214976,402145126.6640088,194.78201
2,4,5,326500581.09661293,326503360.3924015,2779.297
2,4,6,402606390.7543497,402624805.5309394,18414.777
2,4,7,436983041.68862665,436986241.73106676,3200.04
2,4,8,526126123.9404488,526126328.1985645,204.25803
2,4,9,673989482.5501099,673989692.2128453,209.66277
2,4,10,684726927.6570596,684730812.477027,3884.8206
2,4,11,756696671.5772064,756745334.2637974,48662.707
2,4,12,762238576.4380418,762243052.0694401,4475.63
2,4,13,689106023.0627105,689106236.3166319,213.254
2,4,14,388664464.3166041,388664674.2847063,209.96812
2,4,15,363232468.6631913,363235784.23084795,3315.5654
2,4,16,393950954.5058586,393969569.6392121,18615.123
2,4,17,477005464.683303,477008123.09995174,2658.419
2,4,18,570577735.7370608,570577941.5590378,205.822
2,4,19,651271049.6667322,651271262.3578537,212.69131
2,4,20,667712516.9353004,667716997.5052273,4480.9814
2,5,1,614960156.4818822,614988326.9197292,28170.451
2,5,2,434634836.826614,434636721.168822,1884.3444
2,5,3,390564301.4677256,390564392.98566854,91.51796
2,5,4,289363529.9025067,289363578.965645,49.063156
2,5,5,203853801.16616926,203853866.93323895,65.767075
